Substance name,EC/List no.,CAS no.,BAS number,Product-type,Review Programme flag,New active substance flag,Annex I substance flag,Inclusion Category,Approval start date,Approval end date,Evaluating competent authority,Approval status,Assessment status,Assessment sub-status,Legal act,Link to legal act,R4BP asset number,Candidate for substitution,Factsheet URL,Related authorised biocidal products,RML ID,Substance information page
Active chlorine generated from sodium chloride and pentapotassium bis(peroxymonosulphate) bis(sulphate),-,-,1464,PT03-Veterinary hygiene,true,false,false,0,,,Slovenia,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1464/PT03,0,100.308.215,https://echa.europa.eu/substance-information/-/substanceinfo/100.308.215
Active chlorine generated from sodium chloride and pentapotassium bis(peroxymonosulphate) bis(sulphate),-,-,1464,PT04-Food and feed area,true,false,false,0,,,Slovenia,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1464/PT04,0,100.308.215,https://echa.europa.eu/substance-information/-/substanceinfo/100.308.215
Active chlorine generated from sodium chloride and pentapotassium bis(peroxymonosulphate) bis(sulphate),-,-,1464,PT05-Drinking water,true,false,false,0,,,Slovenia,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1464/PT05,0,100.308.215,https://echa.europa.eu/substance-information/-/substanceinfo/100.308.215
active chlorine generated from sodium chloride and pentapotassium bis(peroxymonosulphate) bis(sulphate) and sulphamic acid,-,-,1828,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,true,false,false,0,,,-,No longer supported,,,Decision (EU) 2020/1036 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32020D1036,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1828/PT02,0,100.357.401,https://echa.europa.eu/substance-information/-/substanceinfo/100.357.401
active chlorine generated from sodium chloride and pentapotassium bis(peroxymonosulphate) bis(sulphate) and sulphamic acid,-,-,1828,PT03-Veterinary hygiene,true,false,false,0,,,-,No longer supported,,,Decision (EU) 2020/1036 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32020D1036,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1828/PT03,0,100.357.401,https://echa.europa.eu/substance-information/-/substanceinfo/100.357.401
Active chlorine generated from sodium chloride by electrolysis,-,-,1236,PT01-Human hygiene,false,true,false,0,01/07/2021,30/06/2031,Slovakia,Approved,,,Regulation (EU) 2021/364,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32021R0364,EU-0018993-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1236/PT01,0,100.357.393,https://echa.europa.eu/substance-information/-/substanceinfo/100.357.393
Active chlorine generated from sodium chloride by electrolysis,-,-,1236,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,true,false,false,0,01/07/2022,30/06/2032,Slovakia,Approved,,,Regulation (EU) 2021/345 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32021R0345,EU-0018995-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1236/PT02,0,100.357.393,https://echa.europa.eu/substance-information/-/substanceinfo/100.357.393
Active chlorine generated from sodium chloride by electrolysis,-,-,1236,PT03-Veterinary hygiene,true,false,false,0,01/07/2022,30/06/2032,Slovakia,Approved,,,Regulation (EU) 2021/345 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32021R0345,EU-0018997-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1236/PT03,0,100.357.393,https://echa.europa.eu/substance-information/-/substanceinfo/100.357.393
Active chlorine generated from sodium chloride by electrolysis,-,-,1236,PT04-Food and feed area,true,false,false,0,01/07/2022,30/06/2032,Slovakia,Approved,,,Regulation (EU) 2021/345 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32021R0345,EU-0018999-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1236/PT04,0,100.357.393,https://echa.europa.eu/substance-information/-/substanceinfo/100.357.393
Active chlorine generated from sodium chloride by electrolysis,-,-,1236,PT05-Drinking water,true,false,false,0,01/07/2022,30/06/2032,Slovakia,Approved,,,Regulation (EU) 2021/345 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32021R0345,EU-0019001-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1236/PT05,0,100.357.393,https://echa.europa.eu/substance-information/-/substanceinfo/100.357.393
Active chlorine generated from sodium chloride by electrolysis,-,-,1236,PT11-Preservatives for liquid-cooling and processing systems,true,false,false,0,,,Slovakia,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1236/PT11,0,100.357.393,https://echa.europa.eu/substance-information/-/substanceinfo/100.357.393
Active chlorine generated from sodium chloride by electrolysis,-,-,1236,PT12-Slimicides,true,false,false,0,,,-,No longer supported,,,Decision (EU) 2020/1036 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32020D1036,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1236/PT12,0,100.357.393,https://echa.europa.eu/substance-information/-/substanceinfo/100.357.393
Active chlorine generated from sodium dichloroisocyanurate dihydrate and pentapotassium bis(peroxymonosulphate) bis(sulphate),-,-,1763,PT03-Veterinary hygiene,true,false,false,0,,,-,No longer supported,,,Decision (EU) 2018/1622 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018D1622,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1763/PT03,0,100.357.398,https://echa.europa.eu/substance-information/-/substanceinfo/100.357.398
active chlorine generated from sodium N-chlorosulfamate,-,-,1475,PT04-Food and feed area,true,false,false,0,,,Slovenia,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1475/PT04,0,100.357.395,https://echa.europa.eu/substance-information/-/substanceinfo/100.357.395
active chlorine generated from sodium N-chlorosulfamate,-,-,1475,PT11-Preservatives for liquid-cooling and processing systems,true,false,false,0,,,Slovenia,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1475/PT11,0,100.357.395,https://echa.europa.eu/substance-information/-/substanceinfo/100.357.395
active chlorine generated from sodium N-chlorosulfamate,-,-,1475,PT12-Slimicides,true,false,false,0,,,Slovenia,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1475/PT12,0,100.357.395,https://echa.europa.eu/substance-information/-/substanceinfo/100.357.395
Active chlorine released from calcium hypochlorite,231-908-7,7778-54-3,1843,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,true,false,false,0,01/01/2019,31/12/2028,Italy,Approved,,,Regulation (EU)2017/1274,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32017R1274,EU-0016118-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1843/PT02,33,100.029.007,https://echa.europa.eu/substance-information/-/substanceinfo/100.029.007
Active chlorine released from calcium hypochlorite,231-908-7,7778-54-3,1843,PT03-Veterinary hygiene,true,false,false,0,01/01/2019,31/12/2028,Italy,Approved,,,Regulation (EU)2017/1274,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32017R1274,EU-0016120-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1843/PT03,0,100.029.007,https://echa.europa.eu/substance-information/-/substanceinfo/100.029.007
Active chlorine released from calcium hypochlorite,231-908-7,7778-54-3,1843,PT04-Food and feed area,true,false,false,0,01/01/2019,31/12/2028,Italy,Approved,,,Regulation (EU)2017/1274,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32017R1274,EU-0016122-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1843/PT04,3,100.029.007,https://echa.europa.eu/substance-information/-/substanceinfo/100.029.007
Active chlorine released from calcium hypochlorite,231-908-7,7778-54-3,1843,PT05-Drinking water,true,false,false,0,01/01/2019,31/12/2028,Italy,Approved,,,Regulation (EU)2017/1274,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32017R1274,EU-0016124-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1843/PT05,6,100.029.007,https://echa.europa.eu/substance-information/-/substanceinfo/100.029.007
Active chlorine released from calcium hypochlorite,231-908-7,7778-54-3,1843,PT11-Preservatives for liquid-cooling and processing systems,true,false,false,0,,,Italy,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1843/PT11,0,100.029.007,https://echa.europa.eu/substance-information/-/substanceinfo/100.029.007
Active chlorine released from chlorine,231-959-5,7782-50-5,1265,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,true,false,false,0,01/01/2019,31/12/2028,Italy,Approved,,,Reg (EU)2017/1275,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32017R1275,EU-0016112-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1265/PT02,59,100.029.053,https://echa.europa.eu/substance-information/-/substanceinfo/100.029.053
Active chlorine released from chlorine,231-959-5,7782-50-5,1265,PT05-Drinking water,true,false,false,0,01/01/2019,31/12/2028,Italy,Approved,,,Reg (EU)2017/1275,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32017R1275,EU-0016114-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1265/PT05,31,100.029.053,https://echa.europa.eu/substance-information/-/substanceinfo/100.029.053
Active chlorine released from chlorine,231-959-5,7782-50-5,1265,PT11-Preservatives for liquid-cooling and processing systems,true,false,false,0,,,Italy,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1265/PT11,0,100.029.053,https://echa.europa.eu/substance-information/-/substanceinfo/100.029.053
Active chlorine released from hypochlorous acid,-,-,1963,PT01-Human hygiene,false,true,false,0,01/07/2021,30/06/2031,Slovakia,Approved,,,Regulation (EU) 2021/365,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32021R0365,EU-0024285-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1963/PT01,0,100.357.402,https://echa.europa.eu/substance-information/-/substanceinfo/100.357.402
Active chlorine released from hypochlorous acid,-,-,1963,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,true,false,false,0,01/07/2022,30/06/2032,Slovakia,Approved,,,Regulation (EU) 2021/347  ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32021R0347,EU-0024287-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1963/PT02,0,100.357.402,https://echa.europa.eu/substance-information/-/substanceinfo/100.357.402
Active chlorine released from hypochlorous acid,-,-,1963,PT03-Veterinary hygiene,true,false,false,0,01/07/2022,30/06/2032,Slovakia,Approved,,,Regulation (EU) 2021/347  ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32021R0347,EU-0024289-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1963/PT03,0,100.357.402,https://echa.europa.eu/substance-information/-/substanceinfo/100.357.402
Active chlorine released from hypochlorous acid,-,-,1963,PT04-Food and feed area,true,false,false,0,01/07/2022,30/06/2032,Slovakia,Approved,,,Regulation (EU) 2021/347  ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32021R0347,EU-0024291-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1963/PT04,0,100.357.402,https://echa.europa.eu/substance-information/-/substanceinfo/100.357.402
Active chlorine released from hypochlorous acid,-,-,1963,PT05-Drinking water,true,false,false,0,01/07/2022,30/06/2032,Slovakia,Approved,,,Regulation (EU) 2021/347  ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32021R0347,EU-0024293-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1963/PT05,0,100.357.402,https://echa.europa.eu/substance-information/-/substanceinfo/100.357.402
Active chlorine released from sodium hypochlorite,-,7681-52-9,1391,PT01-Human hygiene,true,false,false,0,01/01/2019,31/12/2028,Italy,Approved,,,Regulation (EU)2017/1273,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32017R1273,EU-0016104-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1391/PT01,1,100.028.790,https://echa.europa.eu/substance-information/-/substanceinfo/100.028.790
Active chlorine released from sodium hypochlorite,-,7681-52-9,1391,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,true,false,false,0,01/01/2019,31/12/2028,Italy,Approved,,,Regulation (EU)2017/1273,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32017R1273,EU-0016116-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1391/PT02,187,100.028.790,https://echa.europa.eu/substance-information/-/substanceinfo/100.028.790
Active chlorine released from sodium hypochlorite,-,7681-52-9,1391,PT03-Veterinary hygiene,true,false,false,0,01/01/2019,31/12/2028,Italy,Approved,,,Regulation (EU)2017/1273,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32017R1273,EU-0016106-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1391/PT03,38,100.028.790,https://echa.europa.eu/substance-information/-/substanceinfo/100.028.790
Active chlorine released from sodium hypochlorite,-,7681-52-9,1391,PT04-Food and feed area,true,false,false,0,01/01/2019,31/12/2028,Italy,Approved,,,Regulation (EU)2017/1273,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32017R1273,EU-0016108-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1391/PT04,163,100.028.790,https://echa.europa.eu/substance-information/-/substanceinfo/100.028.790
Active chlorine released from sodium hypochlorite,-,7681-52-9,1391,PT05-Drinking water,true,false,false,0,01/01/2019,31/12/2028,Italy,Approved,,,Regulation (EU)2017/1273,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32017R1273,EU-0016110-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1391/PT05,15,100.028.790,https://echa.europa.eu/substance-information/-/substanceinfo/100.028.790
Active chlorine released from sodium hypochlorite,-,7681-52-9,1391,PT11-Preservatives for liquid-cooling and processing systems,true,false,false,0,,,Italy,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1391/PT11,0,100.028.790,https://echa.europa.eu/substance-information/-/substanceinfo/100.028.790
Active chlorine released from sodium hypochlorite,-,7681-52-9,1391,PT12-Slimicides,true,false,false,0,,,Italy,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1391/PT12,0,100.028.790,https://echa.europa.eu/substance-information/-/substanceinfo/100.028.790
Active Chlorine: manufactured by the reaction of hypochlorous acid and sodium hypochlorite produced in situ,-,-,2253,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,true,false,false,0,,,-,No longer supported,,,Decision (EU) 2018/1622 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018D1622,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2253/PT02,0,100.303.384,https://echa.europa.eu/substance-information/-/substanceinfo/100.303.384
Active Chlorine: manufactured by the reaction of hypochlorous acid and sodium hypochlorite produced in situ,-,-,2253,PT03-Veterinary hygiene,true,false,false,0,,,-,No longer supported,,,Decision (EU) 2018/1622 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018D1622,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2253/PT03,0,100.303.384,https://echa.europa.eu/substance-information/-/substanceinfo/100.303.384
Active Chlorine: manufactured by the reaction of hypochlorous acid and sodium hypochlorite produced in situ,-,-,2253,PT04-Food and feed area,true,false,false,0,,,-,No longer supported,,,Decision (EU) 2018/1622 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018D1622,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2253/PT04,0,100.303.384,https://echa.europa.eu/substance-information/-/substanceinfo/100.303.384
Active Chlorine: manufactured by the reaction of hypochlorous acid and sodium hypochlorite produced in situ,-,-,2253,PT05-Drinking water,true,false,false,0,,,-,No longer supported,,,Decision (EU) 2018/1622 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018D1622,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2253/PT05,0,100.303.384,https://echa.europa.eu/substance-information/-/substanceinfo/100.303.384
Alkyl (C12-16) dimethylbenzyl ammonium chloride (ADBAC/BKC (C12-16)),270-325-2,68424-85-1,63,PT01-Human hygiene,true,false,false,0,01/07/2024,30/06/2034,Italy,Approved,,,COMMISSION IMPLEMENTING REGULATION (EU) 2023/680,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32023R0680,EU-0027718-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/63/PT01,0,100.063.913,https://echa.europa.eu/substance-information/-/substanceinfo/100.063.913
Alkyl (C12-16) dimethylbenzyl ammonium chloride (ADBAC/BKC (C12-16)),270-325-2,68424-85-1,63,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,true,false,false,0,01/07/2025,30/06/2035,Italy,Approved,,,Commission Implementing Regulation (EU) 2024/235,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32024R0235,EU-0027720-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/63/PT02,0,100.063.913,https://echa.europa.eu/substance-information/-/substanceinfo/100.063.913
Alkyl (C12-16) dimethylbenzyl ammonium chloride (ADBAC/BKC (C12-16)),270-325-2,68424-85-1,63,PT03-Veterinary hygiene,true,false,false,0,01/11/2022,31/10/2032,Italy,Approved,,,Regulation (EU) 2021/1063,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32021R1063,EU-0025193-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/63/PT03,0,100.063.913,https://echa.europa.eu/substance-information/-/substanceinfo/100.063.913
Alkyl (C12-16) dimethylbenzyl ammonium chloride (ADBAC/BKC (C12-16)),270-325-2,68424-85-1,63,PT04-Food and feed area,true,false,false,0,01/11/2022,31/10/2032,Italy,Approved,,,Regulation (EU) 2021/1063,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32021R1063,EU-0025195-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/63/PT04,0,100.063.913,https://echa.europa.eu/substance-information/-/substanceinfo/100.063.913
Alkyl (C12-16) dimethylbenzyl ammonium chloride (ADBAC/BKC (C12-16)),270-325-2,68424-85-1,63,PT08-Wood preservatives,true,false,false,0,01/02/2015,31/07/2027,Italy,Approved,Renewal in progress,Competent authority evaluation,Commission Implementing Decision (EU) 2024/2417,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32024D2417,EU-0005415-0000,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/63/PT08,104,100.063.913,https://echa.europa.eu/substance-information/-/substanceinfo/100.063.913
Alkyl (C12-16) dimethylbenzyl ammonium chloride (ADBAC/BKC (C12-16)),270-325-2,68424-85-1,63,PT10-Construction material preservatives,true,false,false,0,,,Italy,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/63/PT10,0,100.063.913,https://echa.europa.eu/substance-information/-/substanceinfo/100.063.913
Alkyl (C12-16) dimethylbenzyl ammonium chloride (ADBAC/BKC (C12-16)),270-325-2,68424-85-1,63,PT11-Preservatives for liquid-cooling and processing systems,true,false,false,0,,,Italy,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/63/PT11,0,100.063.913,https://echa.europa.eu/substance-information/-/substanceinfo/100.063.913
Alkyl (C12-16) dimethylbenzyl ammonium chloride (ADBAC/BKC (C12-16)),270-325-2,68424-85-1,63,PT12-Slimicides,true,false,false,0,,,Italy,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/63/PT12,0,100.063.913,https://echa.europa.eu/substance-information/-/substanceinfo/100.063.913
Alkyl (C12-16) dimethylbenzyl ammonium chloride (ADBAC/BKC (C12-16)),270-325-2,68424-85-1,63,PT22-Embalming and taxidermist fluids,true,false,false,0,,,Italy,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/63/PT22,0,100.063.913,https://echa.europa.eu/substance-information/-/substanceinfo/100.063.913
Alkyl (C12-18) dimethylbenzyl ammonium chloride (ADBAC (C12-18)),269-919-4,68391-01-5,1367,PT01-Human hygiene,true,false,false,0,,,Italy,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1367/PT01,0,100.063.544,https://echa.europa.eu/substance-information/-/substanceinfo/100.063.544
Alkyl (C12-18) dimethylbenzyl ammonium chloride (ADBAC (C12-18)),269-919-4,68391-01-5,1367,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,true,false,false,0,,,Italy,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1367/PT02,0,100.063.544,https://echa.europa.eu/substance-information/-/substanceinfo/100.063.544
Alkyl (C12-18) dimethylbenzyl ammonium chloride (ADBAC (C12-18)),269-919-4,68391-01-5,1367,PT03-Veterinary hygiene,true,false,false,0,,,Italy,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1367/PT03,0,100.063.544,https://echa.europa.eu/substance-information/-/substanceinfo/100.063.544
Alkyl (C12-18) dimethylbenzyl ammonium chloride (ADBAC (C12-18)),269-919-4,68391-01-5,1367,PT04-Food and feed area,true,false,false,0,,,Italy,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1367/PT04,0,100.063.544,https://echa.europa.eu/substance-information/-/substanceinfo/100.063.544
Alkyl (C12-18) dimethylbenzyl ammonium chloride (ADBAC (C12-18)),269-919-4,68391-01-5,1367,PT10-Construction material preservatives,true,false,false,0,,,Italy,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1367/PT10,0,100.063.544,https://echa.europa.eu/substance-information/-/substanceinfo/100.063.544
Alkyl (C12-18) dimethylbenzyl ammonium chloride (ADBAC (C12-18)),269-919-4,68391-01-5,1367,PT11-Preservatives for liquid-cooling and processing systems,true,false,false,0,,,Italy,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1367/PT11,0,100.063.544,https://echa.europa.eu/substance-information/-/substanceinfo/100.063.544
Alkyl (C12-18) dimethylbenzyl ammonium chloride (ADBAC (C12-18)),269-919-4,68391-01-5,1367,PT12-Slimicides,true,false,false,0,,,Italy,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1367/PT12,0,100.063.544,https://echa.europa.eu/substance-information/-/substanceinfo/100.063.544
Alkyl (C12-18) dimethylbenzyl ammonium chloride (ADBAC (C12-18)),269-919-4,68391-01-5,1367,PT22-Embalming and taxidermist fluids,true,false,false,0,,,Italy,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1367/PT22,0,100.063.544,https://echa.europa.eu/substance-information/-/substanceinfo/100.063.544
Alkyl (C12-C14) dimethyl(ethylbenzyl)ammonium chloride (ADEBAC (C12-C14)),287-090-7,85409-23-0,1369,PT01-Human hygiene,true,false,false,0,,,Italy,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1369/PT01,0,100.079.146,https://echa.europa.eu/substance-information/-/substanceinfo/100.079.146
Alkyl (C12-C14) dimethyl(ethylbenzyl)ammonium chloride (ADEBAC (C12-C14)),287-090-7,85409-23-0,1369,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,true,false,false,0,,,Italy,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1369/PT02,0,100.079.146,https://echa.europa.eu/substance-information/-/substanceinfo/100.079.146
Alkyl (C12-C14) dimethyl(ethylbenzyl)ammonium chloride (ADEBAC (C12-C14)),287-090-7,85409-23-0,1369,PT03-Veterinary hygiene,true,false,false,0,,,Italy,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1369/PT03,0,100.079.146,https://echa.europa.eu/substance-information/-/substanceinfo/100.079.146
Alkyl (C12-C14) dimethyl(ethylbenzyl)ammonium chloride (ADEBAC (C12-C14)),287-090-7,85409-23-0,1369,PT04-Food and feed area,true,false,false,0,,,Italy,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1369/PT04,0,100.079.146,https://echa.europa.eu/substance-information/-/substanceinfo/100.079.146
Alkyl (C12-C14) dimethyl(ethylbenzyl)ammonium chloride (ADEBAC (C12-C14)),287-090-7,85409-23-0,1369,PT10-Construction material preservatives,true,false,false,0,,,Italy,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1369/PT10,0,100.079.146,https://echa.europa.eu/substance-information/-/substanceinfo/100.079.146
