Substance name,EC/List no.,CAS no.,BAS number,Product-type,Review Programme flag,New active substance flag,Annex I substance flag,Inclusion Category,Approval start date,Approval end date,Evaluating competent authority,Approval status,Assessment status,Assessment sub-status,Legal act,Link to legal act,R4BP asset number,Candidate for substitution,Factsheet URL,Related authorised biocidal products,RML ID,Substance information page
"Pyridine-2-thiol 1-oxide, sodium salt (Sodium pyrithione)",223-296-5,3811-73-2,1393,PT03-Veterinary hygiene,true,false,false,0,,,Sweden,No longer supported,,,Decision (EU) 2018/1622 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018D1622,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1393/PT03,0,100.021.179,https://echa.europa.eu/substance-information/-/substanceinfo/100.021.179
"Pyridine-2-thiol 1-oxide, sodium salt (Sodium pyrithione)",223-296-5,3811-73-2,1393,PT06-Preservatives for products during storage,true,false,false,0,,,Sweden,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1393/PT06,0,100.021.179,https://echa.europa.eu/substance-information/-/substanceinfo/100.021.179
"Pyridine-2-thiol 1-oxide, sodium salt (Sodium pyrithione)",223-296-5,3811-73-2,1393,PT07-Film preservatives,true,false,false,0,,,Sweden,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1393/PT07,0,100.021.179,https://echa.europa.eu/substance-information/-/substanceinfo/100.021.179
"Pyridine-2-thiol 1-oxide, sodium salt (Sodium pyrithione)",223-296-5,3811-73-2,1393,"PT09-Fibre, leather, rubber and polymerised materials preservatives",true,false,false,0,,,Sweden,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1393/PT09,0,100.021.179,https://echa.europa.eu/substance-information/-/substanceinfo/100.021.179
"Pyridine-2-thiol 1-oxide, sodium salt (Sodium pyrithione)",223-296-5,3811-73-2,1393,PT10-Construction material preservatives,true,false,false,0,,,Sweden,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1393/PT10,0,100.021.179,https://echa.europa.eu/substance-information/-/substanceinfo/100.021.179
"Pyridine-2-thiol 1-oxide, sodium salt (Sodium pyrithione)",223-296-5,3811-73-2,1393,PT13-Working or cutting fluid preservatives,true,false,false,0,,,Sweden,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1393/PT13,0,100.021.179,https://echa.europa.eu/substance-information/-/substanceinfo/100.021.179
pyriproxyfen,429-800-1,95737-68-1,61,"PT18-Insecticides, acaricides and products to control other arthropods",true,false,false,0,01/02/2015,31/07/2027,Netherlands,Approved,Renewal in progress,Competent authority evaluation,Commission Implementing Decision (EU) 2024/2416,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32024D2416,EU-0005413-0000,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/61/PT18,9,100.102.814,https://echa.europa.eu/substance-information/-/substanceinfo/100.102.814
Pyrithione zinc (Zinc pyrithione),236-671-3,13463-41-7,1357,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,true,false,false,0,,,Sweden,No longer supported,,,Commission Implementing Decision (EU) 2025/1262,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32025D1262,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1357/PT02,0,100.033.324,https://echa.europa.eu/substance-information/-/substanceinfo/100.033.324
Pyrithione zinc (Zinc pyrithione),236-671-3,13463-41-7,1357,PT06-Preservatives for products during storage,true,false,false,0,,,Sweden,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1357/PT06,0,100.033.324,https://echa.europa.eu/substance-information/-/substanceinfo/100.033.324
Pyrithione zinc (Zinc pyrithione),236-671-3,13463-41-7,1357,PT07-Film preservatives,true,false,false,0,,,Sweden,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1357/PT07,0,100.033.324,https://echa.europa.eu/substance-information/-/substanceinfo/100.033.324
Pyrithione zinc (Zinc pyrithione),236-671-3,13463-41-7,1357,"PT09-Fibre, leather, rubber and polymerised materials preservatives",true,false,false,0,,,Sweden,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1357/PT09,0,100.033.324,https://echa.europa.eu/substance-information/-/substanceinfo/100.033.324
Pyrithione zinc (Zinc pyrithione),236-671-3,13463-41-7,1357,PT10-Construction material preservatives,true,false,false,0,,,Sweden,No longer supported,,,Commission Implementing Decision (EU) 2025/1262,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32025D1262,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1357/PT10,0,100.033.324,https://echa.europa.eu/substance-information/-/substanceinfo/100.033.324
Pyrithione zinc (Zinc pyrithione),236-671-3,13463-41-7,1357,PT21-Antifouling products,true,false,false,0,,,Sweden,,Initial application for approval in progress,Competent authority evaluation,,,-,Yes,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1357/PT21,0,100.033.324,https://echa.europa.eu/substance-information/-/substanceinfo/100.033.324
"Pyrogenic, synthetic amorphous, nano, surface treated silicon dioxide",272-697-1,68909-20-6,1449,"PT18-Insecticides, acaricides and products to control other arthropods",true,false,false,0,01/11/2018,31/10/2028,France,Approved,,,Regulation (EU) 2017/795,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32017R0795,EU-0015372-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1449/PT18,1,100.066.069,https://echa.europa.eu/substance-information/-/substanceinfo/100.066.069
"Pythium oligandrum, Chromista - Stramenopila",-,-,1442,PT10-Construction material preservatives,false,true,false,0,01/01/2016,31/12/2025,Czechia,Approved,Renewal in progress,Competent authority evaluation,(EU)2015/1610,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32015R1610,EU-0012198-0000,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1442/PT10,1,100.240.916,https://echa.europa.eu/substance-information/-/substanceinfo/100.240.916
"Quaternary ammonium compounds, benzyl-C12-18-alkyldimethyl, salts with 1,2-benzisothiazol-3(2H)-one 1,1-dioxide",273-545-7,68989-01-5,1368,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,true,false,false,0,,,Malta,,Initial application for approval in progress,Opinion development by BPC,,,-,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1368/PT02,0,100.066.840,https://echa.europa.eu/substance-information/-/substanceinfo/100.066.840
"Quaternary ammonium compounds, benzyl-C12-18-alkyldimethyl, salts with 1,2-benzisothiazol-3(2H)-one 1,1-dioxide",273-545-7,68989-01-5,1368,PT04-Food and feed area,true,false,false,0,,,Malta,,Initial application for approval in progress,Opinion development by BPC,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1368/PT04,0,100.066.840,https://echa.europa.eu/substance-information/-/substanceinfo/100.066.840
Reaction mass of (6E)-N-(4-hydroxy-3-methoxy-2-methylphenyl)-8-methylnon-6-enamide and N-(4-hydroxy-3-methoxy-2-methylphenyl)-8-methylnonanamide,-,-,2347,PT19-Repellents and attractants,true,false,false,0,,,-,No longer supported,,,Decision (EU) 2021/1283     ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32021D1283,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2347/PT19,0,100.313.556,https://echa.europa.eu/substance-information/-/substanceinfo/100.313.556
Reaction mass of chloromethyl hexyl cyanocarbonodithioimidate and bromomethyl hexyl cyanocarbonodithioimidate and dihexyl cyanocarbonodithioimidate,-,-,1623,"PT09-Fibre, leather, rubber and polymerised materials preservatives",false,true,false,0,,,Norway,Cancelled application,,,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1623/PT09,0,100.244.515,https://echa.europa.eu/substance-information/-/substanceinfo/100.244.515
"reaction mass of N,N-didecyl-N-(2-hydroxyethyl)-N-methylammonium propionate and N,N-didecyl-N-(2-(2-hydroxyethoxy)ethyl)-N-methylammonium propionate and N,N-didecyl-N-(2-(2-(2-hydroxyethoxy)ethoxy)ethyl)-N-methylammonium propionate",-,-,2483,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,true,false,false,0,01/02/2025,31/01/2035,Italy,Approved,,,Commission Implementing Regulation (EU) 2023/2089,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32023R2089,EU-0030031-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2483/PT02,0,100.363.153,https://echa.europa.eu/substance-information/-/substanceinfo/100.363.153
"reaction mass of N,N-didecyl-N-(2-hydroxyethyl)-N-methylammonium propionate and N,N-didecyl-N-(2-(2-hydroxyethoxy)ethyl)-N-methylammonium propionate and N,N-didecyl-N-(2-(2-(2-hydroxyethoxy)ethoxy)ethyl)-N-methylammonium propionate",-,-,2483,PT04-Food and feed area,true,false,false,0,01/02/2025,31/01/2035,Italy,Approved,,,Commission Implementing Regulation (EU) 2023/2089,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32023R2089,EU-0030033-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2483/PT04,0,100.363.153,https://echa.europa.eu/substance-information/-/substanceinfo/100.363.153
"reaction mass of N,N-didecyl-N-(2-hydroxyethyl)-N-methylammonium propionate and N,N-didecyl-N-(2-(2-hydroxyethoxy)ethyl)-N-methylammonium propionate and N,N-didecyl-N-(2-(2-(2-hydroxyethoxy)ethoxy)ethyl)-N-methylammonium propionate",-,-,2483,PT08-Wood preservatives,false,true,false,0,01/01/2018,31/12/2027,-,Approved,,,Commission Implementing Regulation (EU) 2023/2088 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32023R2088,EU-0013641-0000,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2483/PT08,3,100.363.153,https://echa.europa.eu/substance-information/-/substanceinfo/100.363.153
"reaction mass of N,N-didecyl-N-(2-hydroxyethyl)-N-methylammonium propionate and N,N-didecyl-N-(2-(2-hydroxyethoxy)ethyl)-N-methylammonium propionate and N,N-didecyl-N-(2-(2-(2-hydroxyethoxy)ethoxy)ethyl)-N-methylammonium propionate",-,-,2483,PT10-Construction material preservatives,true,false,false,0,,,Italy,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2483/PT10,0,100.363.153,https://echa.europa.eu/substance-information/-/substanceinfo/100.363.153
Reaction mass of peracetic acid and peroxyoctanoic acid,-,-,2183,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,true,false,false,0,01/04/2022,31/03/2032,France,Approved,,,Regulation (EU) 2020/1771,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32020R1771,EU-0023552-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2183/PT02,0,100.283.857,https://echa.europa.eu/substance-information/-/substanceinfo/100.283.857
Reaction mass of peracetic acid and peroxyoctanoic acid,-,-,2183,PT03-Veterinary hygiene,true,false,false,0,01/04/2022,31/03/2032,France,Approved,,,Regulation (EU) 2020/1771,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32020R1771,EU-0023550-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2183/PT03,0,100.283.857,https://echa.europa.eu/substance-information/-/substanceinfo/100.283.857
Reaction mass of peracetic acid and peroxyoctanoic acid,-,-,2183,PT04-Food and feed area,true,false,false,0,01/04/2022,31/03/2032,France,Approved,,,Regulation (EU) 2020/1771,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32020R1771,EU-0023548-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2183/PT04,0,100.283.857,https://echa.europa.eu/substance-information/-/substanceinfo/100.283.857
Reaction mass of titanium dioxide and silver chloride,944-224-5,-,1438,PT01-Human hygiene,true,false,false,0,,,-,No longer supported,,,COMMISSION IMPLEMENTING DECISION (EU) 2023/458,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32023D0458,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1438/PT01,0,100.245.131,https://echa.europa.eu/substance-information/-/substanceinfo/100.245.131
Reaction mass of titanium dioxide and silver chloride,944-224-5,-,1438,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,true,false,false,0,,,-,No longer supported,,,COMMISSION IMPLEMENTING DECISION (EU) 2023/458,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32023D0458,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1438/PT02,0,100.245.131,https://echa.europa.eu/substance-information/-/substanceinfo/100.245.131
Reaction mass of titanium dioxide and silver chloride,944-224-5,-,1438,PT06-Preservatives for products during storage,true,false,false,0,,,-,No longer supported,,,COMMISSION IMPLEMENTING DECISION (EU) 2023/458,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32023D0458,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1438/PT06,0,100.245.131,https://echa.europa.eu/substance-information/-/substanceinfo/100.245.131
Reaction mass of titanium dioxide and silver chloride,944-224-5,-,1438,PT07-Film preservatives,true,false,false,0,,,-,No longer supported,,,COMMISSION IMPLEMENTING DECISION (EU) 2023/458,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32023D0458,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1438/PT07,0,100.245.131,https://echa.europa.eu/substance-information/-/substanceinfo/100.245.131
Reaction mass of titanium dioxide and silver chloride,944-224-5,-,1438,"PT09-Fibre, leather, rubber and polymerised materials preservatives",true,false,false,0,,,-,No longer supported,,,COMMISSION IMPLEMENTING DECISION (EU) 2023/458,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32023D0458,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1438/PT09,0,100.245.131,https://echa.europa.eu/substance-information/-/substanceinfo/100.245.131
Reaction mass of titanium dioxide and silver chloride,944-224-5,-,1438,PT10-Construction material preservatives,true,false,false,0,,,Sweden,No longer supported,,,COMMISSION IMPLEMENTING DECISION (EU) 2023/458,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32023D0458,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1438/PT10,0,100.245.131,https://echa.europa.eu/substance-information/-/substanceinfo/100.245.131
Reaction mass of titanium dioxide and silver chloride,944-224-5,-,1438,PT11-Preservatives for liquid-cooling and processing systems,true,false,false,0,,,Sweden,No longer supported,,,COMMISSION IMPLEMENTING DECISION (EU) 2023/458,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32023D0458,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1438/PT11,0,100.245.131,https://echa.europa.eu/substance-information/-/substanceinfo/100.245.131
"Reaction products of 5,5-dimethylhydantoin, 5-ethyl-5-methylhydantoin with bromine and chlorine (DCDMH)",-,-,1221,PT11-Preservatives for liquid-cooling and processing systems,true,false,false,0,,,Netherlands,No longer supported,,,Commission Implementing Decision (EU) 2025/1262,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32025D1262,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1221/PT11,0,100.240.905,https://echa.europa.eu/substance-information/-/substanceinfo/100.240.905
Reaction products of aluminium trihydroxide and hydrochloric acid and aluminium and water,-,-,2143,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,true,false,false,0,,,Netherlands,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2143/PT02,0,100.281.577,https://echa.europa.eu/substance-information/-/substanceinfo/100.281.577
"reaction products of ammonium bromide and sodium hypochlorite, generated in-situ",-,-,1241,PT11-Preservatives for liquid-cooling and processing systems,true,false,false,0,,,Sweden,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1241/PT11,0,100.357.447,https://echa.europa.eu/substance-information/-/substanceinfo/100.357.447
"reaction products of ammonium bromide and sodium hypochlorite, generated in-situ",-,-,1241,PT12-Slimicides,true,false,false,0,,,Sweden,,Initial application for approval in progress,Opinion development by BPC,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1241/PT12,0,100.357.447,https://echa.europa.eu/substance-information/-/substanceinfo/100.357.447
reaction products of boric acid with didecylamine and ethylene oxide (polymeric betaine),695-923-4,214710-34-6,1335,PT08-Wood preservatives,true,false,false,0,01/06/2026,31/05/2036,Greece,Approved,,,Commission Implementing Regulation (EU) 2024/2964,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32024R2964,EU-0032871-0000,Yes,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1335/PT08,0,100.224.750,https://echa.europa.eu/substance-information/-/substanceinfo/100.224.750
Reaction products of: glutamic acid and N-(C12-C14-alkyl)propylenediamine (Glucoprotamin),403-950-8,164907-72-6,1309,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,true,false,false,0,,,Germany,No longer supported,,,Commission Implementing Decision (EU) 2024/888 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32024D0888,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1309/PT02,0,100.100.563,https://echa.europa.eu/substance-information/-/substanceinfo/100.100.563
Reaction products of: glutamic acid and N-(C12-C14-alkyl)propylenediamine (Glucoprotamin),403-950-8,164907-72-6,1309,PT04-Food and feed area,true,false,false,0,,,Germany,No longer supported,,,Commission Implementing Decision (EU) 2024/888 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32024D0888,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1309/PT04,0,100.100.563,https://echa.europa.eu/substance-information/-/substanceinfo/100.100.563
"S-[(6-chloro-2-oxooxazolo[4,5-b]pyridin-3(2H)-yl)methyl] O,O-dimethylthiophosphate (Azamethiphos)",252-626-0,35575-96-3,1243,"PT18-Insecticides, acaricides and products to control other arthropods",true,false,false,0,,,Italy,,Initial application for approval in progress,Competent authority evaluation,,,-,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1243/PT18,0,100.047.827,https://echa.europa.eu/substance-information/-/substanceinfo/100.047.827
S-Methoprene,613-834-0,65733-16-6,1386,"PT18-Insecticides, acaricides and products to control other arthropods",true,false,false,0,01/09/2015,29/02/2028,Ireland,Approved,Renewal in progress,Competent authority evaluation,DECISION (EU) 2025/952,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32025D0952,EU-0005719-0000,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1386/PT18,70,100.133.782,https://echa.europa.eu/substance-information/-/substanceinfo/100.133.782
Saccharomyces cerevisiae (yeast),614-750-7,68876-77-7,2329,,false,,true,4,08/08/2019,,-,Approved,,,Regulation (EU) 2019/1820,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32019R1820,EU-0025429-0000,,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2329/null,8,100.110.647,https://echa.europa.eu/substance-information/-/substanceinfo/100.110.647
Salicylic acid,200-712-3,69-72-7,1376,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,true,false,false,0,,,Netherlands,,Initial application for approval in progress,Commission decision,,,-,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1376/PT02,0,100.000.648,https://echa.europa.eu/substance-information/-/substanceinfo/100.000.648
Salicylic acid,200-712-3,69-72-7,1376,PT03-Veterinary hygiene,true,false,false,0,,,Netherlands,,Initial application for approval in progress,Commission decision,,,-,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1376/PT03,0,100.000.648,https://echa.europa.eu/substance-information/-/substanceinfo/100.000.648
Salicylic acid,200-712-3,69-72-7,1376,PT04-Food and feed area,true,false,false,0,,,Netherlands,,Initial application for approval in progress,Commission decision,,,-,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1376/PT04,0,100.000.648,https://echa.europa.eu/substance-information/-/substanceinfo/100.000.648
"Silicic acid, aluminium magnesium sodium salt",234-919-5,12040-43-6,1418,"PT18-Insecticides, acaricides and products to control other arthropods",false,true,false,0,,,Netherlands,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1418/PT18,0,100.031.732,https://echa.europa.eu/substance-information/-/substanceinfo/100.031.732
"Silicic acid, aluminium magnesium sodium salt",234-919-5,12040-43-6,1418,,false,,true,6,,,Netherlands,Cancelled application,,,,,-,,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1418/null,0,100.031.732,https://echa.europa.eu/substance-information/-/substanceinfo/100.031.732
Silicium dioxide (Silicium dioxide/Kieselguhr),612-383-7,61790-53-2,1377,"PT18-Insecticides, acaricides and products to control other arthropods",true,false,false,0,01/11/2018,31/10/2028,France,Approved,,,Regulation (EU) 2017/794,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32017R0794,EU-0015376-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1377/PT18,52,100.122.196,https://echa.europa.eu/substance-information/-/substanceinfo/100.122.196
Silver,231-131-3,7440-22-4,1379,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,true,false,false,0,,,Sweden,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1379/PT02,0,100.028.301,https://echa.europa.eu/substance-information/-/substanceinfo/100.028.301
Silver,231-131-3,7440-22-4,1379,PT04-Food and feed area,true,false,false,0,,,Sweden,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1379/PT04,0,100.028.301,https://echa.europa.eu/substance-information/-/substanceinfo/100.028.301
Silver,231-131-3,7440-22-4,1379,PT05-Drinking water,true,false,false,0,,,Sweden,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1379/PT05,0,100.028.301,https://echa.europa.eu/substance-information/-/substanceinfo/100.028.301
Silver,231-131-3,7440-22-4,1379,"PT09-Fibre, leather, rubber and polymerised materials preservatives",true,false,false,0,,,-,No longer supported,,,Decision (EU) 2018/1622 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018D1622,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1379/PT09,0,100.028.301,https://echa.europa.eu/substance-information/-/substanceinfo/100.028.301
Silver,231-131-3,7440-22-4,1379,PT11-Preservatives for liquid-cooling and processing systems,true,false,false,0,,,Sweden,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1379/PT11,0,100.028.301,https://echa.europa.eu/substance-information/-/substanceinfo/100.028.301
Silver adsorbed on silicon dioxide,-,-,1448,"PT09-Fibre, leather, rubber and polymerised materials preservatives",true,false,false,0,,,Sweden,No longer supported,,,Commission Implementing Decision (EU) 2024/2948,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32024D2948,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1448/PT09,0,100.240.921,https://echa.europa.eu/substance-information/-/substanceinfo/100.240.921
Silver borophosphate glass,-,-,2224,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,true,false,false,0,,,Sweden,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2224/PT02,0,100.288.677,https://echa.europa.eu/substance-information/-/substanceinfo/100.288.677
Silver borophosphate glass,-,-,2224,PT04-Food and feed area,false,true,false,0,,,Sweden,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2224/PT04,0,100.288.677,https://echa.europa.eu/substance-information/-/substanceinfo/100.288.677
Silver borophosphate glass,-,-,2224,PT07-Film preservatives,true,false,false,0,,,Sweden,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2224/PT07,0,100.288.677,https://echa.europa.eu/substance-information/-/substanceinfo/100.288.677
Silver borophosphate glass,-,-,2224,"PT09-Fibre, leather, rubber and polymerised materials preservatives",true,false,false,0,,,Sweden,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2224/PT09,0,100.288.677,https://echa.europa.eu/substance-information/-/substanceinfo/100.288.677
Silver chloride,232-033-3,7783-90-6,1380,PT01-Human hygiene,true,false,false,0,,,Sweden,No longer supported,,,COMMISSION IMPLEMENTING DECISION (EU) 2023/458,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32023D0458,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1380/PT01,0,100.029.121,https://echa.europa.eu/substance-information/-/substanceinfo/100.029.121
Silver chloride,232-033-3,7783-90-6,1380,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,true,false,false,0,,,Sweden,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1380/PT02,0,100.029.121,https://echa.europa.eu/substance-information/-/substanceinfo/100.029.121
Silver chloride,232-033-3,7783-90-6,1380,PT03-Veterinary hygiene,true,false,false,0,,,Sweden,Not approved,,,Decision 2014/227/EU,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32014D0227,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1380/PT03,0,100.029.121,https://echa.europa.eu/substance-information/-/substanceinfo/100.029.121
