ID,CASRN,casregno,UID,EXP,ChemName,DEF,UVCB,FLAG,ACTIVITY
52706,70321-62-9,70321629,,,"Castor oil, dehydrated, polymer with bisphenol A, p-tert-butylbenzoic acid, epichlorohydrin, isophthalic acid, pentaerythritol, phthalic anhydride and polyethylene glycol, compd. with triethylamine",,UVCB,XU,INACTIVE
52707,70321-63-0,70321630,,,"Lanolin, oil",Liquid obtained by the physical separation of whole lanolin.,UVCB,,ACTIVE
52708,70321-64-1,70321641,,,"Vinyl acetal polymers, acetals with 2-formylbenzenesulfonic acid",,UVCB,XU,INACTIVE
52709,70321-65-2,70321652,,,"Amides, from C18-unsatd. fatty acid dimers and diethylenetriamine",,UVCB,,ACTIVE
52710,70321-66-3,70321663,,,"Malt, fermented",The alcoholic distillate from the fermentation product of malted grains.,UVCB,,INACTIVE
52711,70321-67-4,70321674,,,"Tar bases, coal, quinoline derivs. fraction","Quinoline bases obtained by the distillation of acid-extracted coal tar.  Composed primarily of isoquinoline, quinaldine and methylquinolines.",UVCB,,INACTIVE
52712,70321-68-5,70321685,,,"Oils, mullein","Extractives and their physically modified derivatives.  Verbascum thapsus,  Scrophulariaceae.",UVCB,,ACTIVE
52713,70321-69-6,70321696,,,"Oils, banana","Extractives and their physically modified derivatives.  Musa, Musaceae.",UVCB,,ACTIVE
52714,70321-70-9,70321709,,,"Tannins, salts with 3,7-bis(dimethylamino)phenothiazin-5-ium methylenebis[2-hydroxybenzoate]",,UVCB,,INACTIVE
52715,70321-71-0,70321710,,,"Fatty acids, C16-18 and C18-unsatd., distn. residues",The complex residuum from the distillation of the products from the hydrolysis of C16-18 and C18-unsaturated fatty acid glycerides.  It contains predominantly trialkylglycerides and undistilled carboxylic acids.,UVCB,,ACTIVE
52716,70321-72-1,70321721,,,"Fatty acids, C8-18 and C18-unsatd., distn. residues",A complex residuum from the distillation of products from the hydrolysis of C8-18 and C18 unsaturated carboxylic acid glycerides.  It contains predominantly trialkylglycerides and undistilled carboxylic acids.,UVCB,,INACTIVE
52717,70321-73-2,70321732,,,"Fatty acids, C14-18 and C16-18-unsatd., distn. residues",A complex residuum from the distillation of products from the hydrolysis of C14-18 and C16-18 unsaturated carboxylic acid glycerides.  It contains predominantly trialkylglycerides and undistilled carboxylic acids.,UVCB,,ACTIVE
52718,70321-74-3,70321743,,,"Coconut oil, reaction products with ethylenediamine, ethoxylated, acetates (salts)",,UVCB,XU,ACTIVE
52719,70321-75-4,70321754,,,"Balsams, Douglas-fir, sulfurized, palladium salts",,UVCB,,ACTIVE
52720,70321-76-5,70321765,,,"Alcohols, C9-13-secondary, ethoxylated, reaction products with coconut oil",,UVCB,XU,ACTIVE
52721,70321-77-6,70321776,,,"Fatty acids, tall-oil, polymers with rosin, calcium salts",,UVCB,XU,ACTIVE
52722,70321-78-7,70321787,,,"Polyphosphoric acids, esters with .alpha.,.alpha.'-(1,4-butanediyl)bis[.omega.-hydroxypoly(oxy-1,2-ethanediyl]",,UVCB,XU,ACTIVE
52723,70321-79-8,70321798,,,"Creosote oil, high-boiling distillate","The high-boiling distillation fraction obtained from the high temperature carbonization of bituminous coal which is further refined to remove excess crystalline salts.  It consists primarily of creosote oil with some of the normal polynuclear aromatic salts, which are components of coal tar distillates, removed.  It is crystal free at approximately 5.degree.C (41.degree.F).",UVCB,,INACTIVE
52724,70321-80-1,70321801,,,"Creosote oil, low-boiling distillate","The low-boiling distillation fraction obtained from the high temperature carbonization of bituminous coal, which is further refined to remove excess crystalline salts.  It consists primarily of creosote oil with some of the normal polynuclear aromatic salts, which are components of coal tar distillate, removed.  It is crystal free at approximately 38.degree.C (100.degree.F).",UVCB,,INACTIVE
52725,70321-81-2,70321812,,,"1,3-Naphthalenedisulfonic acid, 7-hydroxy-8-[2-[4-(2-phenyldiazenyl)phenyl]diazenyl]-, potassium sodium salt (1:?:?)",,,,INACTIVE
52726,70321-82-3,70321823,,,"2-Naphthalenecarboxamide, 4-[2-[2-(aminocarbonyl)-5-methoxyphenyl]diazenyl]-3-hydroxy-N-(4-methoxyphenyl)-",,,,INACTIVE
52727,70321-83-4,70321834,,,"9-Octadecenoic acid (9Z)-, compd. with N,N-dimethyl-1-dodecanamine (1:1)",,,,ACTIVE
52728,70321-84-5,70321845,,,"1H-Anthra[1,2-d]triazole-4-sulfonic acid, 6,11-dihydro-6,11-dioxo-, sodium salt (1:1)",,,,INACTIVE
52729,70321-85-6,70321856,,,"Benzenesulfonic acid, 4-[(1,3-dioxobutyl)amino]-, potassium salt (1:1)",,,,ACTIVE
52730,70321-86-7,70321867,,,"Phenol, 2-(2H-benzotriazol-2-yl)-4,6-bis(1-methyl-1-phenylethyl)-",,,,ACTIVE
52731,70321-87-8,70321878,,,"9-Octadecenoic acid (9Z)-, polymer with N1-(2-aminoethyl)-N2-[2-[(2-aminoethyl)amino]ethyl]-1,2-ethanediamine",,,XU,ACTIVE
52732,70331-82-7,70331827,,,"Ethanesulfonic acid, 2-[[2-hydroxy-1,1-bis(hydroxymethyl)ethyl]amino]-, sodium salt (1:1)",,,PMN,ACTIVE
52733,70331-94-1,70331941,,,"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, 1,1'-[(1,2-dioxo-1,2-ethanediyl)bis(imino-2,1-ethanediyl)] ester",,,PMN,ACTIVE
52734,70333-06-1,70333061,,,"2-Oxocanone, 4,8,8-trimethyl-",,,,INACTIVE
52735,70333-07-2,70333072,,,Silver arsenide (Ag2As),,,,INACTIVE
52736,70343-45-2,70343452,,,"2-Naphthalenecarboxamide, 4-[2-[2-(aminocarbonyl)-5-methylphenyl]diazenyl]-3-hydroxy-N-(4-methoxyphenyl)-",,,,INACTIVE
52737,70353-84-3,70353843,,,"3H-Indolium, 2-[2-[(4-ethoxyphenyl)amino]ethenyl]-1,3,3-trimethyl-, sulfate (1:1)",,,,INACTIVE
52738,70356-09-1,70356091,,,"1,3-Propanedione, 1-[4-(1,1-dimethylethyl)phenyl]-3-(4-methoxyphenyl)-",,,,ACTIVE
52739,70356-25-1,70356251,,,"Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, ether with 1,3-benzenediol",,,XU,ACTIVE
52740,70356-27-3,70356273,,,"Cashew, nutshell liq., polymer with furfural and rosin",,UVCB,XU,INACTIVE
52741,70356-28-4,70356284,,,"Fatty acids, coco, reaction products with ethylenediamine, ethoxylated",,UVCB,XU,INACTIVE
52742,70356-29-5,70356295,,,"Fatty acids, tall-oil, reaction products with diethylenetriamine, polymers with acrylic acid and isooctyl acrylate",,UVCB,XU,INACTIVE
52743,70356-30-8,70356308,,,"Steroids, hydroxy, isostearates",,UVCB,,INACTIVE
52744,70356-31-9,70356319,,,"Tar bases, coal, reaction products with 1,2-dichloroethane, quaternized",,UVCB,,INACTIVE
52745,70356-32-0,70356320,,,"Benzene, C14-26-alkyl derivs.",,UVCB,,ACTIVE
52746,70356-33-1,70356331,,,"2-Propenoic acid, 2-methyl-, butyl ester, polymer with ethenylbenzene, 2-ethylhexyl 2-propenoate, 1,1'-(1,6-hexanediyl) di-2-propenoate, methyl 2-methyl-2-propenoate and 1,2-propanediol mono(2-methyl-2-propenoate)",,,XU,INACTIVE
52747,70367-99-6,70367996,,,"1,2-Benzisothiazole-2(3H)-carboxylic acid, 3,3-bis(4-hydroxy-3,5-dimethoxyphenyl)-, 2-(methylsulfonyl)ethyl ester, 1,1-dioxide",,,PMN,INACTIVE
52748,70383-86-7,70383867,,,"Morpholine, 4-(3'-methyl-2,2'-spirobi[2H-1-benzopyran]-7-yl)-",,,,INACTIVE
52749,70384-51-9,70384519,,,"Ethanamine, 2-(2-methoxyethoxy)-N,N-bis[2-(2-methoxyethoxy)ethyl]-",,,PMN,ACTIVE
52750,70394-23-9,70394239,,,"2H-Azepin-2-one, 3-(dimethylamino)hexahydro-",,,,INACTIVE
52751,70394-25-1,70394251,,,"2H-Azepin-2-one, 3-(dimethylamino)hexahydro-, polymer with hexahydro-2H-azepin-2-one",,,XU,INACTIVE
52752,70406-73-4,70406734,,,"1,3-Benzenedicarboxylic acid, 5-sulfo-, 1,3-dimethyl ester, sodium salt (1:1), polymer with 1,3-benzenedicarboxylic acid, 1,4-benzenedicarboxylic acid, 1,2-ethanediol, nonanedioic acid and 2,2'-oxybis[ethanol]",,,XU,INACTIVE
52753,70425-47-7,70425477,,,"1,3-Benzenedicarboxylic acid, polymer with 1,4-benzenedicarboxylic acid, 1,3-dihydro-1,3-dioxo-5-isobenzofurancarboxylic acid, 2,2-dimethyl-1,3-propanediol, 1,2-ethanediol and 1,6-hexanediol",,,XU,ACTIVE
52754,70425-98-8,70425988,,,"Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-hydro-.omega.-hydroxy-, ether with 2,2-bis(hydroxymethyl)-1,3-propanediol (4:1), polymer with 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane",,,PMN; XU,INACTIVE
52755,70429-09-3,70429093,,,"Bismuth, compd. with europium (1:1)",,,,INACTIVE
52756,70446-10-5,70446105,,,Europium hydride (EuH3),,,,INACTIVE
52757,70456-77-8,70456778,,,"1H-Perimidin-2-amine, hydrochloride (1:1)",,,,INACTIVE
52758,70456-78-9,70456789,,,"1,3-Benzenedicarboxylic acid, polymer with 1,4-butanediol, 1,4-cyclohexanedimethanol, hexanedioic acid and 1,1'-methylenebis[4-isocyanatobenzene]",,,XU,INACTIVE
52759,70456-79-0,70456790,,,"1,3-Benzenedicarboxylic acid, polymer with 1,4-butanediol, 1,4-cyclohexanedimethanol and hexanedioic acid",,,XU,INACTIVE
52760,70468-11-0,70468110,,,"Hexanedioic acid, polymer with 2-(chloromethyl)oxirane, 2,2-dimethyl-1,3-propanediol and 4,4'-(1-methylethylidene)bis[phenol]",,,PMN; XU,ACTIVE
52761,70492-08-9,70492089,,,"Carbamic acid, N-[methyl-3-[[[[(1-methylpropylidene)amino]oxy]carbonyl]amino]phenyl]-, C,C'-[2-ethyl-2-[[[[[methyl-3-[[[[(1-methylpropylidene)amino]oxy]carbonyl]amino]phenyl]amino]carbonyl]oxy]methyl]-1,3-propanediyl] ester",,,PMN,INACTIVE
52762,70495-27-1,70495271,,,"Bismuth, compd. with silver (1:3)",,,,INACTIVE
52763,70495-28-2,70495282,,,"Antimony, compd. with zirconium (1:1)",,,,INACTIVE
52764,70495-35-1,70495351,,,Thorium telluride (ThTe2),,,,INACTIVE
52765,70495-37-3,70495373,,,"Sulfuric acid, mono(2-ethylhexyl) ester, ammonium salt (1:1)",,,,ACTIVE
52766,70495-38-4,70495384,,,"Methanol, 1,1'-(1,2-ethanediyldiimino)bis-",,,,INACTIVE
52767,70495-39-5,70495395,,,"2-Propenoic acid, 1,1'-[methylenebis[2,1-phenyleneoxy(1-methyl-2,1-ethanediyl)]] ester",,,,INACTIVE
52768,70495-40-8,70495408,,,"2,5-Furandione, polymer with ethenylbenzene, ethenylmethylbenzene, 1H-indene, (1-methylethenyl)benzene and 3a,4,7,7a-tetrahydro-4,7-methano-1H-indene",,,XU,INACTIVE
52769,70495-41-9,70495419,,,"Guanidine, N-cyano-, polymer with N1-(2-aminoethyl)-1,2-ethanediamine and N1-(6-aminohexyl)-1,6-hexanediamine",,,XU,INACTIVE
52770,70495-42-0,70495420,,,"Guanidine, N-cyano-, polymer with N1-(2-aminoethyl)-1,2-ethanediamine, N1-(6-aminohexyl)-1,6-hexanediamine and 2-(chloromethyl)oxirane",,,XU,INACTIVE
52771,70495-43-1,70495431,,,"2-Propen-1-aminium, N,N-dimethyl-N-2-propen-1-yl-, chloride (1:1), polymer with 2-hydroxypropyl 2-propenoate, 2-propenamide and 2-propenoic acid",,,XU,INACTIVE
52772,70502-62-4,70502624,,,"Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, ether with 3-hydroxy-2,2-dimethylpropyl 3-hydroxy-2,2-dimethylpropanoate (2:1)",,,XU,INACTIVE
52773,70514-67-9,70514679,,,"Flue dust, ferromanganese-manufg.",By-product of refining of iron-manganese alloys.,UVCB,,INACTIVE
52774,70514-96-4,70514964,,,"4,7-Methanoisobenzofuran-1,3-dione, 3a,4,7,7a-tetrahydromethyl-, polymer with 3-(dodecen-1-yl)dihydro-2,5-furandione and .alpha.-hydro-.omega.-hydroxypoly[oxy(methyl-1,2-ethanediyl)]",,,XU,INACTIVE
52775,70514-99-7,70514997,,,"1,3-Benzenedicarboxylic acid, polymer with 2,5-furandione, 2-(hydroxymethyl)-2-methyl-1,3-propanediol and 1,2-propanediol",,,XU; Y1,INACTIVE
52776,70516-41-5,70516415,,,"Spiro[isobenzofuran-1(3H),9'-[9H]xanthen]-3-one, 6'-[ethyl(3-methylbutyl)amino]-3'-methyl-2'-(phenylamino)-",,,,ACTIVE
52777,70516-49-3,70516493,,,"Spiro[isobenzofuran-1(3H),9'-[9H]xanthen]-3-one, 6'-(hexylmethylamino)-3'-methyl-2'-(phenylamino)-",,,,INACTIVE
52778,70516-51-7,70516517,,,"Spiro[isobenzofuran-1(3H),9'-[9H]xanthen]-3-one, 6'-(ethylhexylamino)-3'-methyl-2'-(phenylamino)-",,,,INACTIVE
52779,70516-52-8,70516528,,,"Spiro[isobenzofuran-1(3H),9'-[9H]xanthen]-3-one, 6'-(ethylhexylamino)-2'-(phenylamino)-",,,PMN,ACTIVE
52780,70516-54-0,70516540,,,"Spiro[isobenzofuran-1(3H),9'-[9H]xanthen]-3-one, 6'-(ethylhexylamino)-2'-(methylphenylamino)-",,,PMN,INACTIVE
52781,70519-09-4,70519094,,,"Isooctanoic acid, iron salt (1:?)",,,,ACTIVE
52782,70528-71-1,70528711,,,"Distillates (petroleum), heavy distillate solvent ext. heart-cut",A complex combination of hydrocarbons produced by the vacuum distillation of extracts from a solvent extraction process.  It consists predominantly of aromatic hydrocarbons having carbon numbers predominantly in the range of C26 through C30 and boiling in the range of approximately 410.degree.C to 515.degree.C (770.degree.F to 959.degree.F).  This steam is likely to contain 5% wt. or more of 4- to 6-membered condensed ring aromatic hydrocarbons.,UVCB,,INACTIVE
52783,70528-72-2,70528722,,,"Distillates (petroleum), heavy distillate solvent ext. vacuum overheads",A complex combination of hydrocarbons produced by the vacuum distillation of extracts from a solvent extraction process.  It consists predominantly of aromatic hydrocarbons having carbon numbers predominantly in the range of C24 through C30 and boiling in the range of approximately 400.degree.C to 445.degree.C (752.degree.F to 833.degree.F).  This stream is likely to contain 5 wt. % or more of 4- to 6-membered condensed ring aromatic hydrocarbons.,UVCB,,INACTIVE
52784,70528-73-3,70528733,,,"Residues (petroleum), heavy distillate solvent ext. vacuum",The complex residuum from the vacuum distillation of extracts from a solvent extraction process. It consists predominantly of aromatic hydrocarbons having carbon numbers predominantly higher than C32 and boiling in the range of approximately 480.degree.C (896.degree.F).  This stream is likely to contain 5 wt. % or more of 4- to 6-membered condensed ring aromatic hydrocarbons.,UVCB,,INACTIVE
52785,70528-74-4,70528744,,,"Oils, mustard, reaction products with high-boiling nonene hydroformylation products, sulfated, sodium salts",,UVCB,,INACTIVE
52786,70528-76-6,70528766,,,"Fatty acids, tall-oil, polymers with isophthalic acid, neopentyl glycol and trimethylolethane",,UVCB,XU,INACTIVE
52787,70528-77-7,70528777,,,"Fatty acids, tall-oil, polymers with pentaerythritol, phthalic anhydride and tallow fatty acid Me esters",,UVCB,XU,INACTIVE
52788,70528-78-8,70528788,,,"Lanolin, sodium salt",,UVCB,,ACTIVE
52789,70528-79-9,70528799,,,"Sulfite liquors and Cooking liquors, spent, polymer with formaldehyde",,UVCB,XU,INACTIVE
52790,70528-80-2,70528802,,,"Sulfite liquors and Cooking liquors, spent, polymer with furfural",,UVCB,XU,INACTIVE
52791,70528-81-3,70528813,,,"Acetamide, N,N'-1,3-propanediylbis-, N-[3-(C20-30-branched and linear alkyloxy)propyl] derivs.",,UVCB,,INACTIVE
52792,70528-82-4,70528824,,,"Benzenamine, N-phenyl-, octyl derivs.",,UVCB,,ACTIVE
52793,70528-83-5,70528835,,,"Benzenesulfonic acid, dodecyl-, branched, calcium salts",,UVCB,,ACTIVE
52794,70528-84-6,70528846,,,"Benzenesulfonic acid, dodecyl-, branched, compds. with triethanolamine",,UVCB,,ACTIVE
52795,70528-85-7,70528857,,,"Carbonic acid, potassium salt (1:1), reaction products with urea",,UVCB,,ACTIVE
52796,70528-86-8,70528868,,,"Goethite (Fe(OH)O), reduced",,UVCB,,INACTIVE
52797,70528-87-9,70528879,,,"Castor oil, reaction products with high-boiling nonene hydroformylation products and oleic acid, sulfated, sodium salts",,UVCB,,INACTIVE
52798,70528-88-0,70528880,,,"9-Octadecenoic acid (9Z)-, reaction products with high-boiling nonene hydroformylation products, sulfated, sodium salts",,UVCB,,ACTIVE
52799,70528-89-1,70528891,,,"2,7-Naphthalenedisulfonic acid, 4-amino-6-[2-[5-[[4-[(3-chlorophenyl)amino]-6-fluoro-1,3,5-triazin-2-yl]amino]-2-sulfophenyl]diazenyl]-5-hydroxy-3-[2-(4-sulfophenyl)diazenyl]-, sodium salt (1:4)",,,,ACTIVE
52800,70528-90-4,70528904,,,"3-Pyridinecarbonitrile, 5-[2-(4-chloro-2-nitrophenyl)diazenyl]-1-ethyl-1,2-dihydro-6-hydroxy-4-methyl-2-oxo-",,,,ACTIVE
52801,70528-91-5,70528915,,,"3H-Pyrazol-3-imine, 2,4-dihydro-5-methyl-4-[2-[4-(methylsulfonyl)-2-nitrophenyl]diazenyl]-2-phenyl-",,,,INACTIVE
52802,70528-92-6,70528926,,,"1,3-Isobenzofurandione, polymer with 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, 2,5-furandione, oxybis[propanol], 1,2-propanediol and 3a,4,7,7a-tetrahydro-4,7-methano-1H-indene",,,XU,INACTIVE
52803,70528-93-7,70528937,,,"1,3-Benzenedicarboxylic acid, polymer with 1,5-dimethyl pentanedioate, 2,5-furandione and 2,2'-oxybis[ethanol]",,,XU,INACTIVE
52804,70528-94-8,70528948,,,"2,5-Furandione, polymer with 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, 2,2'-oxybis[ethanol], 1,2-propanediol and 3a,4,7,7a-tetrahydro-4,7-methano-1H-indene",,,XU,INACTIVE
52805,70528-95-9,70528959,,,"1,3-Benzenedicarboxylic acid, polymer with 2,5-furandione, hexanedioic acid, 2,2'-oxybis[ethanol] and 2,2,4-trimethyl-1,3-pentanediol",,,XU,INACTIVE
52806,70528-96-0,70528960,,,"Isocyanic acid, polymethylenepolyphenylene ester, polymer with hexahydro-2H-azepin-2-one",,,XU,ACTIVE
52807,70528-97-1,70528971,,,"1,4-Benzenedicarboxylic acid, polymer with 1,5-dimethyl pentanedioate, 1,2-ethanediol and 2,2'-oxybis[ethanol]",,,XU,INACTIVE
52808,70528-98-2,70528982,,,"Formaldehyde, polymer with 2,4-dioctylphenol, 2,6-dioctylphenol, phenol and 4-(1,1,3,3-tetramethylbutyl)phenol",,,XU,INACTIVE
52809,70528-99-3,70528993,,,"Formaldehyde, polymer with 2,4-dioctylphenol, 2,6-dioctylphenol, phenol and 4-(1,1,3,3-tetramethylbutyl)phenol, zinc salt",,,XU,INACTIVE
52810,70529-00-9,70529009,,,"1,3-Benzenedicarboxylic acid, polymer with 1,4-benzenedicarboxylic acid, 1,3-dihydro-1,3-dioxo-5-isobenzofurancarboxylic acid, ethenylbenzene, 2-(hydroxymethyl)-2-methyl-1,3-propanediol, methyl 2-methyl-2-propenoate and (9Z,12Z)-9,12-octadecadienoic acid",,,XU,INACTIVE
52811,70529-01-0,70529010,,,"9,12-Octadecadienoic acid (9Z,12Z)-, dimer, polymer with 2,2'-[(1-methylethylidene)bis(4,1-phenyleneoxymethylene)]bis[oxirane] and 2-propenoic acid",,,XU,INACTIVE
52812,70529-02-1,70529021,,,"Cuprate(3-), [2-[2-[4-[2-[6-[(4-amino-6-fluoro-1,3,5-triazin-2-yl)methylamino]-1-(hydroxy-.kappa.O)-3-sulfo-2-naphthalenyl]diazenyl-.kappa.N1]-5-(hydroxy-.kappa.O)-2-methylphenyl]diazenyl]-1,4-benzenedisulfonato(5-)]-, sodium (1:3)",,,,INACTIVE
52813,70529-03-2,70529032,,,"Cobaltate(2-), bis[3-[2-[1-(3-chlorophenyl)-4,5-dihydro-3-methyl-5-(oxo-.kappa.O)-1H-pyrazol-4-yl]diazenyl-.kappa.N1]-4-(hydroxy-.kappa.O)benzenesulfonamidato(2-)]-, sodium (1:2)",,,,INACTIVE
52814,70529-04-3,70529043,,,"Chromate(1-), bis[3-[2-[1-(3-chlorophenyl)-4,5-dihydro-3-methyl-5-(oxo-.kappa.O)-1H-pyrazol-4-yl]diazenyl-.kappa.N1]-4-(hydroxy-.kappa.O)benzenesulfonamidato(2-)]-, sodium (1:1)",,,,INACTIVE
52815,70542-46-0,70542460,,,"Bicyclo[2.2.1]hept-5-ene-2-carboxylic acid, 3-formyl-, ethyl ester",,,,INACTIVE
52816,70544-46-6,70544466,,,"Benzene, 1,4-bis(1,1-dimethylpropyl)-2,5-bis(octyloxy)-",,,,INACTIVE
52817,70546-10-0,70546100,,,"2H-1-Benzopyran-4-carbonitrile, 7-(diethylamino)-3-(5-methyl-2-benzoxazolyl)-2-oxo-",,,PMN,INACTIVE
52818,70546-25-7,70546257,,,"2H-1-Benzopyran-4-carbonitrile, 3-(2-benzothiazolyl)-7-(diethylamino)-2-oxo-",,,PMN,ACTIVE
52819,70559-25-0,70559250,,,"Poly(oxy-1,2-ethanediyl), .alpha.-[2,4,6-tris(1-phenylethyl)phenyl]-.omega.-hydroxy-",,,PMN; XU,ACTIVE
52820,70561-22-7,70561227,,,"Phenol, 3(or 4)-cyclohexyl-",,,,INACTIVE
52821,70571-70-9,70571709,,,"1,5-Naphthalenedisulfonic acid, 2-[2-[6-[[4-fluoro-6-(methylphenylamino)-1,3,5-triazin-2-yl]amino]-1-hydroxy-3-sulfo-2-naphthalenyl]diazenyl]-, sodium salt (1:3)",,,,INACTIVE
52822,70571-78-7,70571787,,,"2-Anthracenesulfonic acid, 1-amino-4-[[3-(benzoylamino)phenyl]amino]-9,10-dihydro-9,10-dioxo-, sodium salt (1:1)",,,PMN,INACTIVE
52823,70571-79-8,70571798,,,"2-Anthracenesulfonic acid, 1-amino-4-[[4-(benzoylamino)phenyl]amino]-9,10-dihydro-9,10-dioxo-, sodium salt (1:1)",,,,INACTIVE
52824,70571-81-2,70571812,,,"2-Anthracenesulfonic acid, 4-[[3-(acetylamino)phenyl]amino]-1-amino-9,10-dihydro-9,10-dioxo-, sodium salt (1:1)",,,,ACTIVE
52825,70591-65-0,70591650,,,"1,2-Ethanediamine, N1-(2-aminoethyl)-N2-(1-methylethylidene)-",,,PMN,ACTIVE
52826,70592-76-6,70592766,,,"Distillates (petroleum), intermediate vacuum",A complex combination of hydrocarbons produced by the vacuum distillation of the residuum from atmospheric distillation of crude oil.  It consists of hydrocarbons having carbon numbers predominantly in the range of C14 through C42 and boiling in the range of approximately 250.degree.C to 545.degree.C (482.degree.F to 1013.degree.F).  This stream is likely to contain 5 wt.% or more of 4- to 6-membered condensed ring aromatic hydrocarbons.,UVCB,,ACTIVE
52827,70592-77-7,70592777,,,"Distillates (petroleum), light vacuum",A complex combination of hydrocarbons produced by the vacuum distillation of the residuum from atmospheric distillation of crude oil.  It consists of hydrocarbons having carbon numbers predominantly in the range of C11 through C35 and boiling in the range of approximately 250.degree.C to 545.degree.C (482.degree.F to 1013.degree.F).,UVCB,,ACTIVE
52828,70592-78-8,70592788,,,"Distillates (petroleum), vacuum",A complex combination of hydrocarbons produced by the vacuum distillation of the residuum from atmospheric distillation of crude oil.  It consists of hydrocarbons having carbon numbers predominantly in the range of C15 through C50 and boiling in the range of approximately 270.degree.C to 600.degree.C (518.degree.F to 1112.degree.F).  This stream is likely to contain 5 wt.% or more of 4- to 6-membered condensed ring aromatic hydrocarbons.,UVCB,,ACTIVE
52829,70592-79-9,70592799,,,"Residues (petroleum), atm. tower, light",A complex residium from the atmospheric distillation of crude oil. It consists of hydrocarbons having carbon numbers predominantly greater than C11 and boiling above approximately 200.degree.C (392.degree.F).  This stream is likely to contain 5 wt. % or more of 4- to 6-membered condensed ring aromatic hydrocarbons.,UVCB,,ACTIVE
52830,70592-80-2,70592802,,,"Amines, C10-16-alkyldimethyl, N-oxides",This substance is identified by SDA Substance Name:  C10-16 alkyl dimethyl amine oxide and SDA Reporting Number:  15-041-00.  Consult SDA Substance Identification Procedure.,UVCB,,ACTIVE
52831,70592-81-3,70592813,,,"Fatty acids, tallow, polymers with benzoic acid, ethylene glycol, isophthalic acid, pentaerythritol and trimellitic anhydride",,UVCB,XU,INACTIVE
52832,70592-82-4,70592824,,,"Spinels, aluminum magnesium zirconium","An inorganic pigment that is the reaction product of high temperature calcination in which aluminum oxide, magnesium oxide, and zirconium (IV) oxide in varying amounts are homogeneously and ionically interdiffused to form a crystalline matrix of spinel.",UVCB,,INACTIVE
52833,70594-64-8,70594648,,,"Oxirane, 2-methyl-, polymer with oxirane, ether with 2-hydroxy-N,N-bis(2-hydroxyethyl)-N-methylethanaminium, methyl sulfate (3:1:1), polymer with 1,3-diisocyanatomethylbenzene",,,XU,INACTIVE
